complaint_id,date_submitted,product,company,state,consumer_narrative,outcome,_true_theme,_true_confidence,_true_theme_2,_true_valence_score,_true_valence_label,_true_emotion
CFPB-001645,2020-07-06T12:00:00-05:00,Debt collection,ENCORE CAPITAL GROUP INC.,CA,"On XX/XX/XXXX our Bank paid off our loan with a check for {$460.00}, the amount that we owed was {$410.00} on XX/XX/XXXX when I called. In XX/XX/XXXX, I called them again because we were waiting for the difference of the refund for {$45.00} and the letter of the cancelation. Then, the manager of the floor told me that we still owed {$23.00} for a check that was without founds in the last months that the system reflect on XX/XX/2020, so that the total amount that we owed now was {$23.00}, so they had not a payoff in the account. 
I told him that even we called on XX/XX/XXXX to know the right amount, and now he said that we owed this {$23.00}, The {$460.00} check will be enough to pay it. Because even with this new amount for {$23.00} added to the {$410.00} the total new amount was for {$430.00}, so will be enought to paid with the {$460.00}, pay off, and still refund a check for {$22.00}. He told me that in the system they haven't this amount for {$460.00} just {$410.00}, I told him tha",Closed with monetary relief,Inaccurate Payment History & Account Data,0.85,,2,Negative,Frustrated
CFPB-001646,2025-08-29T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MI,"I am reporting unauthorized credit inquiries on my credit report, made without my knowledge or consent. I had no dealings with the companies listed and did not authorize access to my credit file, which violates FCRA 1681b. This may be linked to identity theft. Ive filed an FTC Identity Theft Report and request a proper resolution. 
Unauthorized inquiries to be removed : [ XXXX XXXX ] [ XX/XX/year> ] [ XXXX XXXX  ] [ XX/XX/year> ] [ XXXX XXXX XXXX XXXX XXXX ] [ XX/XX/year> ] [ XXXX XXXX ] [ XX/XX/year> ]",Closed with non-monetary relief,Unauthorized Credit Inquiries,0.9,Identity Theft and Fraudulent Accounts,2,Negative,Worried
CFPB-001647,2025-04-21T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,TX,"On XX/XX/year>, I sent a written dispute letter to Experian regarding inaccurate information on my credit report. Specifically, I was disputing late payments and a closed account that I believe were reported in error. The letter was delivered and confirmed received by Experian on XX/XX/year>. 

As of today, XX/XX/year>, I have not received any written response, investigation results, or confirmation from Experian regarding my dispute. 

Under the Fair Credit Reporting Act ( FCRA ), specifically 15 U.S. Code 1681i ( a ) ( 1 ) ( A ), credit reporting agencies are required to : conduct a reasonable reinvestigation to determine whether the disputed information is inaccurate, and record the current status of the disputed information, or delete the item from the file before the end of the 30-day period beginning on the date on which the agency receives the notice of the dispute from the consumer. 

It has now been more than 30 days since Experian received my dispute. Their failure to respond",Closed with explanation,Dispute and Investigation Process Issues,0.9,Inaccurate or Erroneous Credit Reporting,1,Very Negative,Frustrated
CFPB-001648,2026-02-12T12:00:00-05:00,Credit card,AMERICAN EXPRESS COMPANY,PA,"o I logged into my American Express Account and noticed I have XXXX XXXX XXXX XXXX XXXX XXXX XXXX 

o I tried to log into my XXXX XXXX XXXX  Account using my XXXX XXXX XXXX Number and my Name ( Exhibit XXXX and Exhibit XXXX ). 

o I was then asked to verify my identity ( Exhibit XXXX and Exhibit XXXX ). 

o I was then told Keeping your information safe matters to us. Were sorry for any inconvenience but your account has been temporarily suspended due to a security risk. To recover your account, please visit delta.com/unlockmyaccount and fill out the Identity verification form ( Exhibit XXXX ), however, I followed these instructions and the form was blank! ( Exhibit XXXX ). 

o I then tried to find the form using other methods on the XXXX website ( Exhibit XXXX and Exhibit XXXX ) ; however, the form was still blank! ( Exhibit XXXX ). 

o I then tried to download the form from the internet, but I was told by XXXX XXXX. XXXX XXXX XXXX XXXX XXXX is primarily completed online through a secu",Closed with explanation,Account Restriction & Fund Access,0.9,,2,Negative,Frustrated
CFPB-001649,2017-10-10T12:00:00-05:00,Mortgage,Ditech Financial LLC,NC,"I was unemployed for four months ( XXXX XXXX through XXXX XXXX, XXXX ) and got a new job. I stayed current with my mortgage the whole time. After I went back to work I asked Ditech if I could get a loan modification to help lower the payments. In XXXX, XXXX, they told me to pay $ XXXX month for four months and then they would tell me what my permanent payment would be. After the initial four month period, I kept calling in to find out what my payment was supposed to be - I was told that the refi department was behind, just keep paying {$1400.00} - which I did. It took them 8 months after the initial 4 months to give me a final number and they reported me 60 days late for XXXX XXXX and 90 days late for XXXX XXXX to the credit bureau. They did not report for XXXX XXXX at all. I called to complain, but was told tough luck. Just for information sake, I am the XXXX of XXXX for a XXXX XXXX and know how to handle credit.",Closed with explanation,Loan & Mortgage Servicing,0.9,,2,Negative,Disappointed
CFPB-001650,2021-04-05T12:00:00-05:00,"Money transfer, virtual currency, or money service","Paypal Holdings, Inc",FL,"Around XX/XX/XXXX of 2021, after a sum of {$3200.00} ( two separate invoices ) were deposited into our business PayPal virtual wallet, PayPal permanently removed our ability to manage and withdraw the funds. Over the course of several digital and phoneline communication attempts with PayPal, their support services have refused to elaborate as to why the account lock action was taken and have refused to facilitate management of the funds to our business. 

Reference ID : XXXX The course of action I am taking today has not been taken lightly and has been suggested by several sources.",Closed with non-monetary relief,Account Restriction & Fund Access,0.9,,2,Negative,Worried
CFPB-001651,2020-04-05T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",VA,"XX/XX/XXXX : Attend a physician Due to a billing inconsistency {$250.00} Correct that issue on multiple occasions with both the supplier and insurer.

Believe corrected. 
XX/XX/XXXX get multiple credit alerts, credit scored has dropped from XXXX to XXXX with a collection against my credit reporting. 
XX/XX/XXXX online protest to XXXX  dispute file # XXXX XX/XX/XXXX online protest to XXXX   dispute # XXXX Equifax unable to contact online or by phone. 
XX/XX/XXXX Original biller issues another letter stating {$0.00} balance. 
Unable to go online to XXXX  or XXXX  to add letter to dispute. Unable to contact by phone. 
Still unable to get anyone at Equifax. 

How can the credit agencies have zero control measures to ensure collections reported are correct and then provide zero opportunity for the consumer to correct.",Closed with explanation,Dispute Process Failures,0.85,,2,Negative,Frustrated
CFPB-001652,2024-09-16T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MI,"In violation of 15 USC 1666b, this company is maliciously reporting false late payment information to my alleged consumer report ( s ). According to Federal law, no creditor may treat a payment on a credit card under an open end credit plan as late for any purpose. Pursuant to 15 1605a, the finance charge is the sun of all charges in an open end credit plan. This means the account is prepaid.

15 USC 1681a concludes that a consumer report shall not include any ( i ) report containing information solely as to transactions or experiences between the consumer and the person making the report.",Closed with non-monetary relief,Inaccurate or Erroneous Credit Reporting,0.9,,2,Negative,Angry
CFPB-001653,2025-06-25T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SC,"This serves as my formal dispute under my rights granted by the Fair Credit Reporting Act ( 15 U.S.C 1681 et seq. ), the Fair Debt Collection Practices Act ( 15 U.S.C 1692 et seq. ), and Metro 2 Compliance Standards as defined by the CDIA Credit Reporting Resource Guide ( CRRG 2020 ). 

The accounts, collections, inquiries, and personal information listed below are inaccurate, unverifiable, and fail to meet the mandatory legal and industry reporting standards. You are obligated to maintain only complete, accurate, verifiable, and fully compliant data. Any deviation violates FCRA 1681e ( b ), 1681b, and the Metro 2 data field integrity standards.

I demand full deletion of all unproven information listed below, as no verified documentation has been provided demonstrating permissible purpose, signed authorization, factual accuracy, or reporting compliance. 

Inquiries Being Challenged : XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXX",Closed with explanation,Dispute Process Failures,0.9,Unauthorized Credit Inquiries,2,Negative,Angry
CFPB-001654,2019-05-30T12:00:00-05:00,Debt collection,CAPITAL ONE FINANCIAL CORPORATION,IL,"This Debt collection agency is violating the FCRA by submitting debt under my name to the major credit bureaus which is unsubstantiated and validated insufficiently. Debt validation must meet certain criteria based on the FCRA and what they provided is unlawful. 
This company is now also calling and harassing my wife, without having any valid information.",Closed with explanation,Debt Collection and Validation Issues,0.9,Customer Service and Communication Failures,1,Very Negative,Angry
CFPB-001655,2025-03-25T12:00:00-05:00,Checking or savings account,NAVY FEDERAL CREDIT UNION,FL,"I opened an account with navy federal credit union. I was referred by my brother who served. I was approved over the phone for an account. After 5 days, my account was closed and navy doesnt want to tell me why. I think its unfair. I try to prove my identity and I still get the short end of the stick. I think thats really unfair!",Closed with explanation,Account Restriction & Fund Access,0.85,,2,Negative,Frustrated
CFPB-001656,2025-06-29T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",NY,I am filing a complaint because my creditor is reporting late payments on my account ending in XXXX that are inaccurate and not properly verified. I have disputed this directly to the credit bureaus and the furnisher but the late payments remain without proper validation or docuemntation under 15 U.S.C. 1681c-2.Furnishers must report accurate information under 15 U.S.C. 1681c-2. The credit bureaus must perform a reasonable investigation within 30 days.,Closed with explanation,Inaccurate Payment History & Account Data,0.85,,2,Negative,Frustrated
CFPB-001657,2025-03-25T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",OH,MY DISPUTES WERE SENT TO YOUR COMPANY AND THE ALL CAME BACK VERIFIED AND UPDATED. THE ACCOUNTS WERE NOT ACCURATE AND REMAIN THAT WAY AFTER RECIEVING THE RESULTS FROM YOU. THIS IS A VIOLATION OF THE FCRA BECAUSE THESE ACCOUNTS SHOULD HAVE BEEN DELETED FROM MY CREDIT REPORT.,Closed with non-monetary relief,Dispute Process Failures,0.9,,2,Negative,Frustrated
CFPB-001658,2021-12-30T12:00:00-05:00,"Payday loan, title loan, or personal loan",OneMain Finance Corporation,NC,"This title loan is a predatory loan that I received while in financial distress. The loan is an interest bearing loan, where almost 90 % of my monthly payment goes to interest and only {$28.00} per month goes to the principal. My monthly payment is : {$270.00}. I lost my job due to COVID-19 related issues and I reached out to One Main Financial to utilize the unemployment insurance that they offered and I paid for monthly with my monthly payment. I was told I would have to go the unemployment office and get them to sign a form to submit to One Main Financial and also the employer I separated from would have to sign a form as well. All unemployment offices are closed to the public in North Carolina due to COVID-19. I feel as though they will not help me during my financial hardship. At this time I do not have any resources to continue to pay my loan. I called One Main on XX/XX/21 to discuss my financial issues and I was offered a two month deferment for {$140.00} per month which I can't",Closed with explanation,Loan Servicing and Payment Disputes,0.85,,2,Negative,Worried
CFPB-001659,2024-05-02T12:00:00-05:00,Credit reporting,CL Holdings LLC,AL,I have two accounts thats being reported from Jefferson Capital. One from XXXX XXXX and the other one from XXXX XXXX. I disputed both account through all three credit bureaus which they verified the accounts as accurate. I sent two round of debt validation letters and there was no response or feedback provided.,Closed with explanation,Debt Collection and Validation Issues,0.9,Dispute and Investigation Process Issues,2,Negative,Frustrated
CFPB-001660,2021-04-04T12:00:00-05:00,"Money transfer, virtual currency, or money service","Paypal Holdings, Inc",GA,"PayPal closed my account for no reason and will not help me with getting it back up and going. I am not sure if this is some mistake as I assume it has to be. I have not been able to get help from them for months but I just remembered I could file a report on here as I feel they are not doing their job properly and it is affecting me a great deal as I used PayPal quite frequently. My email linked to my PayPal is "" XXXX ''",Closed with explanation,Account Restriction & Fund Access,0.9,,2,Negative,Frustrated
CFPB-001661,2024-09-07T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,OH,"I would like to dispute the following inaccurate items that are on my credit report. I have sent letters to XXXX, Experian and XXXX and they have not acknowledged my disputes. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX Experian : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",Closed with explanation,Dispute Process Failures,0.95,,2,Negative,Frustrated
CFPB-001662,2024-09-16T12:00:00-05:00,Checking or savings account,"Early Warning Services, LLC",TX,"I have been a victim of identity theft and have not been able to obtain a bank account due to early warning services inaccurate reports. 

This is a re-dispute case ID # XXXX with a reference # XXXX. 

XXXX XXXX  XXXX has confirmed that the account belongs to me but I was not disputing ownership of the account. My dispute is that my card was stolen and fraudulent activity occurred during my card being stolen! Early warning is reporting that fraudulent activity was associated with my account when I was the victim of fraud. On XX/XX/2021 a mobile deposit was mad that was not from my phone so that IP address needs to be investigated along with any withdrawals that were made after the deposit. Video or camera footage if any would be great if money was withdrawn from an ATM along with the phone numbers the electronic funds were sent from! 

During my disputed process I received a call from XXXX XXXX with the resolution specialist department and returned her call immediately with no answer, ",Closed with explanation,Identity Theft & Fraudulent Accounts,0.9,,2,Negative,Frustrated
CFPB-001663,2018-01-17T12:00:00-05:00,Credit card,"BANK OF AMERICA, NATIONAL ASSOCIATION",AK,"Our Bank of America Visa was compromised. We were contacted by BOA and they issued us new cards. We have automatic payments on our account set up. We changed nothing. When the next billing cycle came about, they deducted the bill amount twice. They took two payment for the same amount due ( {$5300.00} times two ) on XXXX XXXX. I called them on XXXX XXXX when I saw my bank account statement. Bank of America was unapologetic, took no responsibility but said I would get a refund in 3-5 business days. After a week, I still have not seen the money they illegally took. 
This is a business that makes money by charging interest on loans, yet they went into my account and took out thousands of unauthorized dollars, giving themselves an interest free loan. This is corporate theft!",Closed with monetary relief,"Billing, Fees & Card Disputes",0.9,,2,Negative,Angry
CFPB-001664,2022-08-23T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,MD,"In accordance with the Fair Credit Reporting act XXXX accounts 1 ). # XXXX XXXXXXXX XXXX XXXXXXXX, 2 ). # XXXX XXXX XXXX XXXX 3 ). # XXXX XXXX XXXX XXXX, 4 ). # XXXX XXXXXXXX XXXX 5 ). # XXXX XXXXXXXX XXXX, 6 ). # XXXXXXXX XXXX XXXX XXXX 7 ). # XXXXXXXX XXXX XXXX XXXX XXXX 8 ). # XXXXXXXX XXXX XXXXXXXX 9 ). # XXXX XXXX, 10 ) > # XXXXXXXX XXXX XXXX XXXX 15 usc 1681 section 602 states that I have the right to privacy 15 usc 1681 section 604 and section 2 it also state a consumer reporting agency can not furnish your account without my written instructions.",Closed with non-monetary relief,Identity Theft and Fraudulent Accounts,0.9,,2,Negative,Worried
CFPB-001665,2025-03-21T12:00:00-05:00,Student loan,"Nelnet, Inc.",WI,I have been having troubles getting a house and/or car but my students loans are coming up as a debt collector even though I am at good hands. I have reported disputes but nothing has changed.,Closed with explanation,Debt Collection Practices,0.85,,2,Negative,Frustrated
CFPB-001666,2025-11-14T12:00:00-05:00,Credit card,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,"I found several late payment listings on my credit report that I believe are inaccurate. Under 15 USC 1681e ( b ) and 15 USC 1681i, my report must contain only information that is accurate, complete, and verifiable. I am requesting that these late payment entries be investigated, and if they can not be validated, they should be corrected or deleted.",Closed with non-monetary relief,Inaccurate or Erroneous Credit Reporting,0.9,Dispute and Investigation Process Issues,2,Negative,Frustrated
CFPB-001667,2020-01-21T12:00:00-05:00,"Payday loan, title loan, or personal loan","Aqua Finance, Inc.",IN,"Had bathroom remodeled, company in Michigan finished XX/XX/2019. 
Monthly contract with finance company, payment due in 30 days after installation. 
1st bill due XX/XX/XXXX already added XXXX+ interest in less than a week. 
payments were to be XXXX, w/XXXX daily interest, I have always paid more to try to pay off early. 
contract says monthly, company says they charge daily interest. 
If I send in a payment to early they charge me a months interest for non payment for the month, and then when they post that payment they charge me interest "" AGAIN '' the more I pay, the more interest they charge. They also have said on my CR report that they sold contract to a credit union, so who do I owe.",Closed with explanation,Loan & Mortgage Servicing,0.8,,2,Negative,Confused
CFPB-001668,2019-07-17T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",AZ,"Re : Formal Compliant Against XXXX, XXXX, Equifax and XXXX XXXX. 

To Whom it may Concern : This a formal compliant against the Creditor XXXX, and the three credit bureaus XXXX, Equifax and XXXX XXXX. They all have failed to send a written correspondence within 30 days and violated the FCRA & FDCPA laws. XXXX was sent a certified letter onXX/XX/XXXX19, and it was received on XX/XX/XXXX.19 and signed by a XXXX employee. I have not received a correspondence letter back from them. I sent the next letters to the XXXX, Equifax and XXXX XXXX, to address the inaccurate reporting on on my credit file, but theses bureaus have not sent me back a written correspondence to get a resolution to the issues that are very negative on my credit report. For all three bureaus letters were sent certified on XX/XX/XXXX.19 and delivered on XX/XX/XXXX.19 and signed by each of their employee 's. I have failed to received any correspondence to address this inaccurate information.",Closed with explanation,Dispute Process Failures,0.9,,2,Negative,Frustrated
CFPB-001669,2021-08-09T12:00:00-05:00,Mortgage,"CARRINGTON MORTGAGE SERVICES, LLC",CA,"Last year due to covid I was laid off from my job ( I am a XXXX XXXX ) for 3 months. I asked Carrington Mortgage services to offer assistance, they told me they can do a Forbearance for the months I will be laid off. So I did this I think ( XXXX ). At the end of this time, They asked me to complete a modification packet so they could get my mortgage modified and back on track. I told them I could start making payments and they told me I can not pay unless I could pay all the missed payments during the forbearance ( which I couldn't ). So I called weekly, every 10 days or so to find the status. They just kept telling me its being worked on that there are a lot of people in my situation and to give them time. Sometime in the fall, they contacted me and asked me to fill out another packet because it had been more than 90 days ( that they had my completed packet ) and they needed current information. So I got it all to them again ( on time ). I kept calling, they kept telling me not to wor",Closed with explanation,Loan & Mortgage Servicing,0.9,,2,Negative,Worried
CFPB-001670,2023-01-22T12:00:00-05:00,Checking or savings account,WELLS FARGO & COMPANY,GA,"Wells Fargo Bank charged many unnecessary fees, and accepted deposits to my account without my authorization causing account closure.",Closed with explanation,"Billing, Fees & Card Disputes",0.85,,2,Negative,Frustrated
CFPB-001671,2025-01-27T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,GA,"I HAVE BEEN AFFECTED BY THE XXXX  DATA BREACH. PER 15 USC 1681 C-2 STATES EXCEPT AS OTHERWISE PROVIDED IN THIS SECTION A CONSUMER REPORTING AGENCY SHALL BLOCK THE REPORTING OF ANY INFORMATION IN THE FILE OF A CONSUMER THAT THE CONSUMER IDENTIFIES AS INFORMATION THAT RESULTED FROM AN ALLEGED IDENTITY THEFT. 

Account Name : XXXX XXXX  # XXXX - DATE OPENED XX/XX/year> Account Name : XXXX XXXX  XXXX # XXXX - DATE OPENED XX/XX/year>",Closed with explanation,Identity Theft & Fraudulent Accounts,0.9,,3,Neutral,Neutral
CFPB-001672,2016-04-01T12:00:00-05:00,Mortgage,WELLS FARGO & COMPANY,NC,"I have been searching for assists for a loan modification from Wells Fargo or a hold off on a sell date of my home so that Wells Fargo can review my income and expensive to try and get a modification on the loan. I was denied in XX/XX/XXXX, and was waiting to receive my tax refund to pay the amount to make my mortgage current after finding out I was denied. When going into an local branch to make the payment, I found out that I could not make the payment because I was supposedly three days late. With receiving a raise in pay and modifying my bills I believed I would quilify for a new loan modification and was told by a Well Fargo Rep what to send in. I did just that and on XXXX/XXXX/2016 I faxed all the documents that was asked. I was also told by the Rep that the review would only take 24 hours. Then after not hearing anything in the 24 hours, I called and then was told by another Rep that it could take 72 hours. But their could be a decision made later that day. After not hearing any",Closed with explanation,Loan & Mortgage Servicing,0.8,,2,Negative,Disappointed
CFPB-001673,2025-11-20T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",FL,"There are some inaccurate accounts on my consumer report. I've listed in my letter the accounts that were opened fraudulently. 


FRAUDULENT ACCOUNTS : XXXX XXXX # XXXX XXXX XXXX XXXX  ( Original Creditor : XXXX XXXX XXXX XXXX XXXX XXXX  # XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX UNAUTHORIZED INQUIRIES : Experian XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX XXXX XXXX XX/XX/XXXX TransUnion XXXX XX/XX/XXXX XXXX XXXX XX/XX/XXXX XXXX XX/XX/XXXXXXXX XXXX XXXXXX/XX/XXXX",Closed with non-monetary relief,Identity Theft and Fraudulent Accounts,0.95,Unauthorized Credit Inquiries,1,Very Negative,Frustrated
CFPB-001674,2024-11-02T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",NY,"I am writing to request that the following fraudulent accounts and inquiries be blocked and deleted from my credit report, as I am a victim of a data breach. Under 15 USC 1681c-2 ( a ) and FCRA 605 ( b ), I am entitled to have these fraudulent accounts and inquiries removed. I have provided details of the accounts and inquiries below. 
Accounts to Be Blocked and Deleted XXXX XXXX XXXX XXXX XXXX - XX/XX/XXXX - {$00.00} XXXX XXXX XXXX XXXX XXXX - XX/XX/XXXX - {$56.00} XXXX XXXX XXXX XXXX XXXX - XX/XX/XXXX - {$98.00} XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX - {$87.00} Inquiries to Be Blocked and Deleted XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX",Closed with explanation,Identity Theft and Fraudulent Accounts,1.0,,2,Negative,Worried
CFPB-001675,2018-04-20T12:00:00-05:00,Credit card,SYNCHRONY FINANCIAL,TN,"On XX/XX/2018 - Account Closed by Company without notification - I spoke to the rep who was not in the US - and by a US based employee that was polite and condescending at the same time and said that they could close my account at any time. She wouldn't explain why the account was closed but said to read the account agreement. 

"" Closing Your Account. 
You may close your account at any time by sending a letter to the address shown on your billing statement or calling customer service. We may close your account at any time, for any reason. If your account is closed, you must stop using it. You must still pay the full amount you owe and this Agreement will remain in effect until you do ''",Closed with explanation,Customer Service and Communication Failures,0.85,Banking and Account Access Problems,2,Negative,Frustrated
CFPB-001676,2020-02-09T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,NC,"I HAVE MOVED FROM XXXX XXXX BACK TO XXXX I SEEN THAT SOMEONE HAS ACCESS MY PERSONAL CREDIT FILES AND I HAD LOST MY ID A WHILE AGO. I WANT TO PROTECT MY CREDIT FILE AS MUCH AS I CAN. SOMEONE IN XXXX XXXX HAS BEEN USING MY NAME A SS CARD NUMBER TO APPLY I REQUESTED SEVERAL LEGAL DOCUMENTS AND HAVE NOT RECEIVED ANY-THING. I AM A VICTIM OF FRAUD. I PULLED MY CREDIT REPORT AND FOUND SEVERAL ACCOUNTS ON MY REPORT THAT DO NOT BELONG TO ME. THE AC-COUNTS LISTED BELOW DO NOT BELONG TO ME : XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX   XXXX, XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX  XXXX XXXX,",Closed with explanation,Identity Theft and Fraudulent Accounts,0.95,,1,Very Negative,Worried
CFPB-001677,2022-02-21T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,PA,"This is XXXX XXXX, who is submitting this CFPB complaint myself, and to inform you that there is no third party involved in the process. I sent letters to Experian Credit Bureau the date of the last letter was on XX/XX/XXXX. And now we are in the month of XX/XX/XXXX and still nothing from them. That means Experian has NOT complied with the FairCredit Reporting Act law and continued to report inaccurate information on my credit report. PLEASE UPDATE OR REMOVE THE FOLLOWING ACCOUNTS COMPLETELY FROM MY CREDIT REPORT : XXXX - XXXX XXXX XXXX  XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",Closed with explanation,Dispute Process Failures,0.9,,2,Negative,Frustrated
CFPB-001678,2022-11-11T12:00:00-05:00,"Money transfer, virtual currency, or money service",SYNCHRONY FINANCIAL,VA,"I have a line of credit through Pay Pal who uses synchrony bank. I have had the account over a year and in that time I have never missed a payment and often pad more than half the total bill quarterly. 

I went to purchase some XXXX presents and found that my credit had been cut in half ; which greatly impacted my credit score. Which is also why I would routinely pay larger sums on the account. 

I contacted customer service who said they sent me a letter. They did not. I was told they could change the available credit at anytime. I asked them where that said that in the initial agreement ; they were unable to provide that with my signature. I asked them to fix my line of credit and I was told that there was no one who could manually change my credit. The credit agreement I had with the bank was for XXXX $ and in that time I was very responsible. I also make more money this year than I did last. I understand the economy is XXXX right now but, why should people who use their lines of cr",Closed with explanation,Inaccurate Payment History & Account Data,0.85,,2,Negative,Disappointed
CFPB-001679,2024-05-25T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",MI,I have tried to send my disputes to the XXXX credit bureaus but are having difficulties in submitting my disputes and getting the inaccurate information corrected on my credit report.,Closed with non-monetary relief,Dispute Process Failures,0.85,,2,Negative,Frustrated
CFPB-001680,2026-01-03T12:00:00-05:00,Debt collection,TRANSWORLD SYSTEMS INC,GA,"To Whom it May Concern, I am submitting this formal complaint pursuant to the Fair Credit Reporting Act ( FCRA ), 15 U.S.C 1681 et seq., regarding the continued reporting of TRANSWORLD SYSTEMS account that is CLOSED yet still appearing on my consumer credit reports. TRANSWORLD SYSTEMS is continuing to furnish information on this closed account in a manner that is inaccurate, misleading, incomplete, and not reflective of the accounts current legal status, in violation of federal law. Under FCRA 623 ( a ) ( 1 ) ( A ), a furnisher may not report information it knows or has reasonable cause to believe is inaccurate. Additionally, FCRA 623 ( a ) ( 2 ) requires furnishers to promptly correct or update information so that it is complete and accurate. Further, reporting a closed account in a manner that adversely impacts my creditworthiness without proper qualification or clarity constitutes materially misleading reporting, which courts have repeatedly held to be actionable under the FCRA. Fai",Closed with explanation,Inaccurate Payment History & Account Data,0.9,,2,Negative,Frustrated
CFPB-001681,2019-06-26T12:00:00-05:00,"Payday loan, title loan, or personal loan",Amscot Corporation,FL,"On XX/XX/XXXX I withdrew a Payday Loan from Amscot for 500.00. From its XXXX XXXX location in XXXX, XXXX XXXX Florida. I also closed my bank account attached to my profile a few days after when I was notified that they could not change the payday of my loan to my actual pay date which was not the XXXX of XXXX but the XXXX of XXXX. Amscot has done this for me in the past and it shows on my past receipts when they were paid and when the loan was issued in their system as well. I would ask them to fix their system limitation and add an extra 5 days by contacting management and I had no issues 2 previous times. I received a phone call from an employee there telling me that they were pulling a check anyway when it was not possible. What she was really saying was she was going to fraudulently lie in their system when the process was not going to go through and try to collect miscellaneous and fraudulent fees. I have a long history of paying back my loans with the company and they did not att",Closed with non-monetary relief,Debt Collection Practices,0.85,,2,Negative,Angry
CFPB-001682,2024-06-03T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",NY,"I have lost count of the number of letters I have sent to your bureau regarding my status as a victim of identity theft, as my concerns have yet to be fully resolved. Once again, I am disputing the fraudulent information that is adversely affecting my credit file. Despite my submission of the required FTC complaint, your bureau continues to report this fraudulent account on my credit report. I want to emphasize that I have already contacted the company associated with this account, submitted the necessary documents, and had the account promptly deleted from their records. Moreover, other credit bureaus have already removed this account from their records following the submission of the FTC complaint. Therefore, I am curious about the verification process your bureau employed to continue reporting these fraudulent account. I'd like you to remove the account from my report under your bureau. 

XXXX XXXX XXXX",Closed with explanation,Identity Theft & Fraudulent Accounts,0.95,,2,Negative,Frustrated
CFPB-001683,2025-03-12T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",PA,"Today, I came across incorrect accounts on my credit report, which took me by surprise. I check my report regularly, but this time, I noticed errors that hadnt been there before. I initially thought it might be a glitch, so I refreshed my browser, but nothing changed. Because of this, I am requesting a careful review of the documents I provided so I can put this issue behind me once and for all.",Closed with explanation,Inaccurate Payment History & Account Data,0.75,Dispute Process Failures,2,Negative,Confused
